,ID,Name,Generation,Type 1,Type 2,Attack,Defense,Stamina,Max CP,Max HP,Height (m),Weight (kg),Base Capture Rate (%),Base Flee Rate (%),Distance to Candy (km),Image URL,Summary,About,Is Legendary
543,543,venipede,5,Bug,Poison,83,99,102,706,92,0.4,5.3,30.0,10.0,1,https://images.gameinfo.io/pokemon/256/543-00.png,"Venipede is a Bug & Poison Pokémon. It is vulnerable to Fire, Flying, Rock and Psychic moves. Venipede's strongest moveset is Bug Bite & Sludge Bomb and it has a Max CP of 706. Venipede evolves into Whirlipede.","Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",False
544,544,whirlipede,5,Bug,Poison,100,173,120,1144,106,1.2,58.5,15.0,5.0,1,https://images.gameinfo.io/pokemon/256/544-00.png,"Whirlipede is a Bug & Poison Pokémon which evolves from Venipede. It is vulnerable to Fire, Flying, Rock and Psychic moves. Whirlipede's strongest moveset is Bug Bite & Sludge Bomb and it has a Max CP of 1,144. Whirlipede evolves into Scolipede.","It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.",False
545,545,scolipede,5,Bug,Poison,203,175,155,2447,134,2.5,200.5,20.0,7.0,1,https://images.gameinfo.io/pokemon/256/545-00.png,"Scolipede is a Bug & Poison Pokémon which evolves from Whirlipede. It is vulnerable to Fire, Flying, Rock and Psychic moves. Scolipede's strongest moveset is Poison Jab & Sludge Bomb and it has a Max CP of 2,447.","With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",False
546,546,cottonee,5,Grass,Fairy,71,111,120,700,106,0.3,0.6,30.0,10.0,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/546.png,"Cottonee is a Grass & Fairy Pokémon. It is vulnerable to Poison, Fire, Steel, Flying and Ice moves. Cottonee's strongest moveset is Charm & Grass Knot and it has a Max CP of 700. Cottonee evolves into Whimsicott.","When attacked, it expels cotton from its body to create a diversion. The cotton it loses grows back in quickly.",False
547,547,whimsicott,5,Grass,Fairy,164,176,155,2014,134,0.7,6.6,15.0,5.0,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/547.png,"Whimsicott is a Grass & Fairy Pokémon which evolves from Cottonee. It is vulnerable to Poison, Fire, Steel, Flying and Ice moves. Whimsicott's strongest moveset is Charm & Grass Knot and it has a Max CP of 2,014.","Whimsicott doesn't live in a fixed location. It floats around on whirling winds, appearing all over the place to perform its mischief.",False
548,548,petilil,5,Grass,,119,91,128,1030,113,0.5,6.6,30.0,10.0,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/548.png,"Petilil is a Grass Pokémon. It is vulnerable to Fire, Flying, Poison, Bug and Ice moves. Petilil's strongest moveset is Charm & Seed Bomb and it has a Max CP of 1,030. Petilil evolves into Lilligant.","They prefer clean water and soil. When the environment they live in turns bad, the whole bunch will up and move to a new area.",False
549,549,lilligant,5,Grass,,214,155,172,2550,147,1.1,16.3,15.0,5.0,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/549.png,"Lilligant is a Grass Pokémon which evolves from Petilil. It is vulnerable to Fire, Flying, Poison, Bug and Ice moves. Lilligant's strongest moveset is Charm & Solar Beam and it has a Max CP of 2,550.","It's well liked by other Pokémon because of its beauty. The flower on its head needs constant care, or it will soon wither and rot.",False
550,550,basculin,5,Water,,189,129,172,2090,147,1.0,18.0,20.0,7.0,1,https://images.gameinfo.io/pokemon/256/550-11.png,"Basculin (Red Striped) is a Water Pokémon. It is vulnerable to Grass and Electric moves. Basculin's strongest moveset is Water Gun & Aqua Tail and it has a Max CP of 2,090.","When a school of Basculin appears in a lake, everything else disappears, except for Corphish and Crawdaunt. That's how violent Basculin are.",False
551,551,sandile,5,Ground,Dark,132,69,137,1037,120,0.7,15.2,50.0,15.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/551.png,"Sandile is a Ground & Dark Pokémon. It is vulnerable to Fairy, Fighting, Ice, Grass, Water and Bug moves. Sandile's strongest moveset is Mud-Slap & Crunch and it has a Max CP of 1,037. Sandile evolves into Krokorok.","Sandile's still not good at hunting, so it mostly eats things that have collapsed in the desert. It's called “the cleaner of the desert.",False
552,552,krokorok,5,Ground,Dark,155,90,155,1418,134,1.0,33.4,25.0,7.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/552.png,"Krokorok is a Ground & Dark Pokémon which evolves from Sandile. It is vulnerable to Fairy, Fighting, Ice, Grass, Water and Bug moves. Krokorok's strongest moveset is Mud-Slap & Earthquake and it has a Max CP of 1,418. Krokorok evolves into Krookodile.",It buries some of its prey in the sand to use as emergency meals when its hunts are unsuccessful.,False
553,553,krookodile,5,Ground,Dark,229,158,216,3046,182,1.5,96.3,12.5,5.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/553.png,"Krookodile is a Ground & Dark Pokémon which evolves from Krokorok. It is vulnerable to Fairy, Fighting, Ice, Grass, Water and Bug moves. Krookodile's strongest moveset is Snarl & Earthquake and it has a Max CP of 3,046.",It conceals itself in sandstorms that Flygon whip up and waits patiently for prey to appear.,False
554,554,darumaka,5,Fire,,153,86,172,1442,147,0.6,37.5,30.0,9.0,3,https://images.gameinfo.io/pokemon/256/554-00.png,"Darumaka is a Fire Pokémon. It is vulnerable to Ground, Rock and Water moves. Darumaka's strongest moveset is Fire Fang & Psychic and it has a Max CP of 1,442. Darumaka evolves into Darmanitan (Standard), Darmanitan (Zen).","When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit.",False
555,555,darmanitan,5,Fire,,263,114,233,3105,195,1.3,92.9,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/555-11.png,"Darmanitan (Standard) is a Fire Pokémon which evolves from Darumaka. It is vulnerable to Ground, Rock and Water moves. Darmanitan's strongest moveset is Fire Fang & Overheat and it has a Max CP of 3,105.","Its internal fire burns at 2,500 degrees Fahrenheit, making enough power that it can destroy a dump truck with one punch.",False
556,556,maractus,5,Grass,,201,130,181,2274,154,1.0,28.0,20.0,7.0,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/556.png,"Maractus is a Grass Pokémon. It is vulnerable to Fire, Flying, Poison, Bug and Ice moves. Maractus's strongest moveset is Poison Jab & Solar Beam and it has a Max CP of 2,274.","Arid regions are their habitat. They move rhythmically, making a sound similar to maracas.",False
557,557,dwebble,5,Bug,Rock,118,128,137,1224,120,0.3,14.5,30.0,10.0,1,https://images.gameinfo.io/pokemon/256/557-00.png,"Dwebble is a Bug & Rock Pokémon. It is vulnerable to Water, Rock and Steel moves. Dwebble's strongest moveset is Smack Down & X-Scissor and it has a Max CP of 1,224. Dwebble evolves into Crustle.","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into.",False
558,558,crustle,5,Bug,Rock,188,200,172,2542,147,1.4,200.0,10.0,7.0,1,https://images.gameinfo.io/pokemon/256/558-00.png,"Crustle is a Bug & Rock Pokémon which evolves from Dwebble. It is vulnerable to Water, Rock and Steel moves. Crustle's strongest moveset is Smack Down & Rock Slide and it has a Max CP of 2,542.","Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",False
559,559,scraggy,5,Dark,Fighting,132,132,137,1372,120,0.6,11.8,30.0,9.0,3,https://images.gameinfo.io/pokemon/256/559-00.png,"Scraggy is a Dark & Fighting Pokémon. It is vulnerable to Fairy, Fighting and Flying moves. Scraggy's strongest moveset is Feint Attack & Foul Play and it has a Max CP of 1,372. Scraggy evolves into Scrafty.","It stretches its saggy skin up to its neck to protect itself. The saggier their skin, the more respect they garner.",False
560,560,scrafty,5,Dark,Fighting,163,222,163,2283,140,1.1,30.0,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/560-00.png,"Scrafty is a Dark & Fighting Pokémon which evolves from Scraggy. It is vulnerable to Fairy, Fighting and Flying moves. Scrafty's strongest moveset is Counter & Foul Play and it has a Max CP of 2,283.",It taunts its opponents by spitting. It has a certain territory that it never leaves its whole life long.,False
561,561,sigilyph,5,Psychic,Flying,204,167,176,2550,150,1.4,14.0,20.0,7.0,5,https://images.gameinfo.io/pokemon/256/561-00.png,"Sigilyph is a Psychic & Flying Pokémon. It is vulnerable to Dark, Ice, Rock, Electric and Ghost moves. Sigilyph's strongest moveset is Air Slash & Psybeam and it has a Max CP of 2,550.","The guardians of an ancient city, they always fly the same route while keeping watch for invaders.",False
562,562,yamask,5,Ghost,,95,141,116,982,103,0.5,1.5,30.0,10.0,3,https://images.gameinfo.io/pokemon/256/562-00.png,Yamask is a Ghost Pokémon. It is vulnerable to Dark and Ghost moves. Yamask's strongest moveset is Astonish & Shadow Ball and it has a Max CP of 982. Yamask evolves into Cofagrigus.,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,False
563,563,cofagrigus,5,Ghost,,163,237,151,2273,131,1.7,76.5,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/563-00.png,"Cofagrigus is a Ghost Pokémon which evolves from Yamask. It is vulnerable to Dark and Ghost moves. Cofagrigus's strongest moveset is Astonish & Shadow Ball and it has a Max CP of 2,273.",Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.,False
564,564,tirtouga,5,Water,Rock,134,146,144,1488,125,0.7,16.5,30.0,10.0,5,https://images.gameinfo.io/pokemon/256/564-00.png,"Tirtouga is a Water & Rock Pokémon. It is vulnerable to Grass, Ground, Fighting and Electric moves. Tirtouga's strongest moveset is Water Gun & Surf and it has a Max CP of 1,488. Tirtouga evolves into Carracosta.","Its hunting grounds encompassed a broad area, from the land to more than half a mile deep in the ocean.",False
565,565,carracosta,5,Water,Rock,192,197,179,2621,153,1.2,81.0,10.0,7.0,5,https://images.gameinfo.io/pokemon/256/565-00.png,"Carracosta is a Water & Rock Pokémon which evolves from Tirtouga. It is vulnerable to Grass, Ground, Fighting and Electric moves. Carracosta's strongest moveset is Rock Throw & Surf and it has a Max CP of 2,621.","Carracosta eats every last bit of the prey it catches, even the shells and bones, to further strengthen its sturdy shell.",False
566,566,archen,5,Rock,Flying,213,89,146,1842,127,0.5,9.5,30.0,9.0,5,https://images.gameinfo.io/pokemon/256/566-00.png,"Archen is a Rock & Flying Pokémon. It is vulnerable to Ice, Rock, Steel, Water and Electric moves. Archen's strongest moveset is Wing Attack & Ancient Power and it has a Max CP of 1,842. Archen evolves into Archeops.","Restored from a fossil, this ancient bird Pokémon has wings but can't yet fly.",False
567,567,archeops,5,Rock,Flying,292,139,181,3331,154,1.4,32.0,10.0,7.0,5,https://images.gameinfo.io/pokemon/256/567-00.png,"Archeops is a Rock & Flying Pokémon which evolves from Archen. It is vulnerable to Ice, Rock, Steel, Water and Electric moves. Archeops's strongest moveset is Wing Attack & Ancient Power and it has a Max CP of 3,331.","Said to be an ancestor of bird Pokémon, the muscles it uses to flap its wings are still weak, so it needs a long runway in order to take off.",False
568,568,trubbish,5,Poison,,96,122,137,1000,120,0.6,31.0,30.0,9.0,3,https://images.gameinfo.io/pokemon/256/568-00.png,"Trubbish is a Poison Pokémon. It is vulnerable to Psychic and Ground moves. Trubbish's strongest moveset is Acid & Gunk Shot and it has a Max CP of 1,000. Trubbish evolves into Garbodor.","If a young Pokémon or child breathes in the toxic gas that Trubbish belches out, it could be a life-threatening situation.",False
569,569,garbodor,5,Poison,,181,164,190,2345,162,1.9,107.3,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/569-00.png,"Garbodor is a Poison Pokémon which evolves from Trubbish. It is vulnerable to Psychic and Ground moves. Garbodor's strongest moveset is Acid & Gunk Shot and it has a Max CP of 2,345.","Some say the reason Garbodor in Alola are a little stronger than their counterparts elsewhere is the presence of Muk, their natural enemy.",False
570,570,zorua,5,Dark,,153,78,120,1175,106,0.7,12.5,30.0,9.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/570.png,"Zorua is a Dark Pokémon. It is vulnerable to Fairy, Fighting and Bug moves. Zorua's strongest moveset is Feint Attack & Foul Play and it has a Max CP of 1,175. Zorua evolves into Zoroark.","If a normally talkative child suddenly stops talking, it may have been replaced by Zorua.",False
571,571,zoroark,5,Dark,,250,127,155,2571,134,1.6,81.1,10.0,7.0,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/571.png,"Zoroark is a Dark Pokémon which evolves from Zorua. It is vulnerable to Fairy, Fighting and Bug moves. Zoroark's strongest moveset is Snarl & Foul Play and it has a Max CP of 2,571.","If it thinks humans are going to discover its den, Zoroark shows them visions that make them wander around in the woods.",False
572,572,minccino,5,Normal,,98,80,146,872,127,0.4,5.8,30.0,10.0,3,https://images.gameinfo.io/pokemon/256/572-00.png,Minccino is a Normal Pokémon. It is vulnerable to Fighting moves. Minccino's strongest moveset is Pound & Thunderbolt and it has a Max CP of 872. Minccino evolves into Cinccino.,"When its tail has gotten dirty from self-cleaning or from cleaning its nest, Minccino spends a whole day washing its tail in clean spring water.",False
573,573,cinccino,5,Normal,,198,130,181,2242,154,0.5,7.5,10.0,7.0,3,https://images.gameinfo.io/pokemon/256/573-00.png,"Cinccino is a Normal Pokémon which evolves from Minccino. It is vulnerable to Fighting moves. Cinccino's strongest moveset is Pound & Hyper Beam and it has a Max CP of 2,242.","The oil that seeps from its body is really smooth. For people troubled by bad skin, this oil is an effective treatment.",False
574,574,gothita,5,Psychic,,98,112,128,951,113,0.4,5.8,50.0,15.0,3,https://images.gameinfo.io/pokemon/256/574-00.png,"Gothita is a Psychic Pokémon. It is vulnerable to Bug, Dark and Ghost moves. Gothita's strongest moveset is Confusion & Psychic and it has a Max CP of 951. Gothita evolves into Gothorita.","They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see.",False
575,575,gothorita,5,Psychic,,137,153,155,1604,134,0.7,18.0,25.0,7.0,3,https://images.gameinfo.io/pokemon/256/575-00.png,"Gothorita is a Psychic Pokémon which evolves from Gothita. It is vulnerable to Bug, Dark and Ghost moves. Gothorita's strongest moveset is Confusion & Psychic and it has a Max CP of 1,604. Gothorita evolves into Gothitelle.","According to many old tales, it creates friends for itself by controlling sleeping children on starry nights.",False
576,576,gothitelle,5,Psychic,,176,205,172,2419,147,1.5,44.0,12.5,5.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/576.png,"Gothitelle is a Psychic Pokémon which evolves from Gothorita. It is vulnerable to Bug, Dark and Ghost moves. Gothitelle's strongest moveset is Confusion & Psychic and it has a Max CP of 2,419.",They can predict the future from the placement and movement of the stars. They can see Trainers' life spans.,False
577,577,solosis,5,Psychic,,170,83,128,1367,113,0.3,1.0,50.0,15.0,3,https://images.gameinfo.io/pokemon/256/577-00.png,"Solosis is a Psychic Pokémon. It is vulnerable to Bug, Dark and Ghost moves. Solosis's strongest moveset is Zen Headbutt & Psyshock and it has a Max CP of 1,367. Solosis evolves into Duosion.",They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,False
578,578,duosion,5,Psychic,,208,103,163,2018,140,0.6,8.0,25.0,7.0,3,https://images.gameinfo.io/pokemon/256/578-00.png,"Duosion is a Psychic Pokémon which evolves from Solosis. It is vulnerable to Bug, Dark and Ghost moves. Duosion's strongest moveset is Zen Headbutt & Psyshock and it has a Max CP of 2,018. Duosion evolves into Reuniclus.","When their two divided brains think the same thoughts, their psychic power is maximized.",False
579,579,reuniclus,5,Psychic,,214,148,242,2927,203,1.0,20.1,12.5,5.0,3,https://images.gameinfo.io/pokemon/256/579-00.png,"Reuniclus is a Psychic Pokémon which evolves from Duosion. It is vulnerable to Bug, Dark and Ghost moves. Reuniclus's strongest moveset is Zen Headbutt & Future Sight and it has a Max CP of 2,927.","When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",False
580,580,ducklett,5,Water,Flying,84,96,158,856,136,0.5,5.5,50.0,15.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/580.png,Ducklett is a Water & Flying Pokémon. It is vulnerable to Electric and Rock moves. Ducklett's strongest moveset is Water Gun & Brave Bird and it has a Max CP of 856. Ducklett evolves into Swanna.,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.",False
581,581,swanna,5,Water,Flying,182,132,181,2088,154,1.3,24.2,40.0,12.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/581.png,"Swanna is a Water & Flying Pokémon which evolves from Ducklett. It is vulnerable to Electric and Rock moves. Swanna's strongest moveset is Water Gun & Hurricane and it has a Max CP of 2,088.",Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,False
582,582,vanillite,5,Ice,,118,106,113,1033,101,0.4,5.7,10.0,7.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/582.png,"Vanillite is an Ice Pokémon. It is vulnerable to Fire, Fighting, Rock and Steel moves. Vanillite's strongest moveset is Powder Snow & Ice Beam and it has a Max CP of 1,033. Vanillite evolves into Vanillish.","When the morning sun hit an icicle, it wished not to melt, and thus Vanillite was born. At night, it buries itself in snow to sleep.",False
583,583,vanillish,5,Ice,,151,138,139,1591,121,1.1,41.0,5.0,5.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/583.png,"Vanillish is an Ice Pokémon which evolves from Vanillite. It is vulnerable to Fire, Fighting, Rock and Steel moves. Vanillish's strongest moveset is Frost Breath & Ice Beam and it has a Max CP of 1,591. Vanillish evolves into Vanilluxe.",This hearty Pokémon survived the Ice Age. It's incredibly popular in very hot regions.,False
584,584,vanilluxe,5,Ice,,218,184,174,2822,149,1.3,57.5,12.5,5.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/584.png,"Vanilluxe is an Ice Pokémon which evolves from Vanillish. It is vulnerable to Fire, Fighting, Rock and Steel moves. Vanilluxe's strongest moveset is Frost Breath & Blizzard and it has a Max CP of 2,822.","Vanilluxe is born when two Vanillish, half-melted by the day's light, stick to each other and freeze together in the cold return of night.",False
585,585,deerling,5,Normal,Grass,115,100,155,1135,134,0.6,19.5,30.0,10.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/585.png,"Deerling (Spring) is a Normal & Grass Pokémon. It is vulnerable to Fire, Fighting, Flying, Poison, Bug and Ice moves. Deerling's strongest moveset is Tackle & Wild Charge and it has a Max CP of 1,135. Deerling (Spring) evolves into Sawsbuck (Spring).",The turning of the seasons changes the color and scent of this Pokémon's fur. People use it to mark the seasons.,False
586,586,sawsbuck,5,Normal,Grass,198,146,190,2416,162,1.9,92.5,15.0,5.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/586.png,"Sawsbuck (Spring) is a Normal & Grass Pokémon which evolves from Deerling. It is vulnerable to Fire, Fighting, Flying, Poison, Bug and Ice moves. Sawsbuck's strongest moveset is Feint Attack & Solar Beam and it has a Max CP of 2,416.","They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.",False
587,587,emolga,5,Electric,Flying,158,127,146,1633,127,0.4,5.0,20.0,7.0,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/587.png,"Emolga is an Electric & Flying Pokémon. It is vulnerable to Ice and Rock moves. Emolga's strongest moveset is Thunder Shock & Thunderbolt and it has a Max CP of 1,633.","As it flies, it scatters electricity around, so bird Pokémon keep their distance. That's why Emolga can keep all its food to itself.",False
588,588,karrablast,5,Bug,,137,87,137,1182,120,0.5,5.9,30.0,10.0,3,https://images.gameinfo.io/pokemon/256/588-00.png,"Karrablast is a Bug Pokémon. It is vulnerable to Fire, Flying and Rock moves. Karrablast's strongest moveset is Fury Cutter & X-Scissor and it has a Max CP of 1,182. Karrablast evolves into Escavalier.",For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,False
589,589,escavalier,5,Bug,Steel,223,187,172,2889,147,1.0,33.0,12.5,5.0,3,https://images.gameinfo.io/pokemon/256/589-00.png,"Escavalier is a Bug & Steel Pokémon which evolves from Karrablast. It is vulnerable to Fire moves. Escavalier's strongest moveset is Bug Bite & Megahorn and it has a Max CP of 2,889.",These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.,False
590,590,foongus,5,Grass,Poison,97,91,170,979,146,0.2,1.0,30.0,10.0,3,https://images.gameinfo.io/pokemon/256/590-00.png,"Foongus is a Grass & Poison Pokémon. It is vulnerable to Fire, Flying, Ice and Psychic moves. Foongus's strongest moveset is Feint Attack & Grass Knot and it has a Max CP of 979. Foongus evolves into Amoonguss.","It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores.",False
591,591,amoonguss,5,Grass,Poison,155,139,249,2140,208,0.6,10.5,12.5,5.0,3,https://images.gameinfo.io/pokemon/256/591-00.png,"Amoonguss is a Grass & Poison Pokémon which evolves from Foongus. It is vulnerable to Fire, Flying, Ice and Psychic moves. Amoonguss's strongest moveset is Feint Attack & Grass Knot and it has a Max CP of 2,140.","It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.",False
592,592,frillish,5,Water,Ghost,115,134,146,1257,127,1.2,33.0,30.0,9.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/592.png,"Frillish is a Water & Ghost Pokémon. It is vulnerable to Grass, Dark, Ghost and Electric moves. Frillish's strongest moveset is Bubble & Ice Beam and it has a Max CP of 1,257. Frillish evolves into Jellicent.","Using the invisible poison spikes on its veillike arms and legs, it paralyzes its enemies and causes them to drown.",False
593,593,jellicent,5,Water,Ghost,159,178,225,2338,189,2.2,135.0,12.5,5.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/593.png,"Jellicent is a Water & Ghost Pokémon which evolves from Frillish. It is vulnerable to Grass, Dark, Ghost and Electric moves. Jellicent's strongest moveset is Bubble & Shadow Ball and it has a Max CP of 2,338.",Fishermen are terrified of Jellicent. It's rumored to drag them into the sea and steal their lives away.,False
594,594,alomomola,5,Water,,138,131,338,2169,278,1.2,31.6,20.0,7.0,5,https://images.gameinfo.io/pokemon/256/594-00.png,"Alomomola is a Water Pokémon. It is vulnerable to Grass and Electric moves. Alomomola's strongest moveset is Waterfall & Hydro Pump and it has a Max CP of 2,169.",The reason it helps Pokémon in a weakened condition is that any Pokémon coming after them may also attack Alomomola.,False
595,595,joltik,5,Bug,Electric,110,98,137,1023,120,0.1,0.6,30.0,10.0,3,https://images.gameinfo.io/pokemon/256/595-00.png,"Joltik is a Bug & Electric Pokémon. It is vulnerable to Fire and Rock moves. Joltik's strongest moveset is Charge Beam & Discharge and it has a Max CP of 1,023. Joltik evolves into Galvantula.","They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch.",False
596,596,galvantula,5,Bug,Electric,201,128,172,2206,147,0.8,14.3,12.5,5.0,3,https://images.gameinfo.io/pokemon/256/596-00.png,"Galvantula is a Bug & Electric Pokémon which evolves from Joltik. It is vulnerable to Fire and Rock moves. Galvantula's strongest moveset is Fury Cutter & Discharge and it has a Max CP of 2,206.","When attacked, they create an electric barrier by spitting out many electrically charged threads.",False
597,597,ferroseed,5,Grass,Steel,82,155,127,941,112,0.6,18.8,30.0,9.0,3,https://images.gameinfo.io/pokemon/256/597-00.png,Ferroseed is a Grass & Steel Pokémon. It is vulnerable to Fire and Fighting moves. Ferroseed's strongest moveset is Metal Claw & Iron Head and it has a Max CP of 941. Ferroseed evolves into Ferrothorn.,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,False
598,598,ferrothorn,5,Grass,Steel,158,223,179,2321,153,1.0,110.0,12.5,5.0,3,https://images.gameinfo.io/pokemon/256/598-00.png,"Ferrothorn is a Grass & Steel Pokémon which evolves from Ferroseed. It is vulnerable to Fire and Fighting moves. Ferrothorn's strongest moveset is Metal Claw & Power Whip and it has a Max CP of 2,321.","They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.",False
599,599,klink,5,Steel,,98,121,120,956,106,0.3,21.0,40.0,10.0,5,https://images.gameinfo.io/pokemon/256/599-00.png,"Klink is a Steel Pokémon. It is vulnerable to Fire, Ground and Fighting moves. Klink's strongest moveset is Volt Switch & Zap Cannon and it has a Max CP of 956. Klink evolves into Klang.",The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,False
600,600,klang,5,Steel,,150,174,155,1847,134,0.6,51.0,10.0,7.0,5,https://images.gameinfo.io/pokemon/256/600-00.png,"Klang is a Steel Pokémon which evolves from Klink. It is vulnerable to Fire, Ground and Fighting moves. Klang's strongest moveset is Thunder Shock & Thunderbolt and it has a Max CP of 1,847. Klang evolves into Klinklang.","A minigear and big gear comprise its body. If the minigear it launches at a foe doesn't return, it will die.",False
601,601,klinklang,5,Steel,,199,214,155,2637,134,0.6,81.0,5.0,5.0,5,https://images.gameinfo.io/pokemon/256/601-00.png,"Klinklang is a Steel Pokémon which evolves from Klang. It is vulnerable to Fire, Ground and Fighting moves. Klinklang's strongest moveset is Thunder Shock & Hyper Beam and it has a Max CP of 2,637.",Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,False
602,602,tynamo,5,Electric,,105,78,111,811,99,0.2,0.3,40.0,15.0,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/602.png,Tynamo is an Electric Pokémon. It is vulnerable to Ground moves. Tynamo's strongest moveset is Spark & Struggle and it has a Max CP of 811. Tynamo evolves into Eelektrik.,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.",False
603,603,eelektrik,5,Electric,,156,130,163,1715,140,1.2,22.0,10.0,7.0,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/603.png,"Eelektrik is an Electric Pokémon which evolves from Tynamo. It is vulnerable to Ground moves. Eelektrik's strongest moveset is Spark & Thunderbolt and it has a Max CP of 1,715. Eelektrik evolves into Eelektross.","These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.",False
604,604,eelektross,5,Electric,,217,152,198,2732,168,2.1,80.5,5.0,5.0,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/604.png,"Eelektross is an Electric Pokémon which evolves from Eelektrik. It is vulnerable to Ground moves. Eelektross's strongest moveset is Spark & Thunderbolt and it has a Max CP of 2,732.",They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,False
605,605,elgyem,5,Psychic,,148,100,146,1385,127,0.5,9.0,30.0,10.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/605.png,"Elgyem is a Psychic Pokémon. It is vulnerable to Bug, Dark and Ghost moves. Elgyem's strongest moveset is Confusion & Psychic and it has a Max CP of 1,385. Elgyem evolves into Beheeyem.",This Pokémon is shrouded in mystery. It's said to have appeared from a UFO that fell from the sky about 50 years ago.,False
606,606,beheeyem,5,Psychic,,221,163,181,2753,154,1.0,34.5,15.0,5.0,3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/606.png,"Beheeyem is a Psychic Pokémon which evolves from Elgyem. It is vulnerable to Bug, Dark and Ghost moves. Beheeyem's strongest moveset is Confusion & Psychic and it has a Max CP of 2,753.","It has strong psychic powers. Using its fingers that flash three different colors, it controls its opponents and rewrites their memories.",False
607,607,litwick,5,Ghost,Fire,108,98,137,1006,120,0.3,3.1,40.0,9.0,5,https://images.gameinfo.io/pokemon/256/607-00.png,"Litwick is a Ghost & Fire Pokémon. It is vulnerable to Dark, Ground, Rock, Ghost and Water moves. Litwick's strongest moveset is Ember & Flame Burst and it has a Max CP of 1,006. Litwick evolves into Lampent.","Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",False
608,608,lampent,5,Ghost,Fire,169,115,155,1708,134,0.6,13.0,10.0,7.0,5,https://images.gameinfo.io/pokemon/256/608-00.png,"Lampent is a Ghost & Fire Pokémon which evolves from Litwick. It is vulnerable to Dark, Ground, Rock, Ghost and Water moves. Lampent's strongest moveset is Ember & Flame Burst and it has a Max CP of 1,708. Lampent evolves into Chandelure.",It arrives near the moment of death and steals spirit from the body.,False
